timestamp,views
2020-06-09,1658
2020-06-10,1812
2020-06-11,1798
2020-06-12,1630
2020-06-13,1509
2020-06-14,1763
2020-06-15,1796
2020-06-16,1599
2020-06-17,1651
2020-06-18,1729
2020-06-19,1765
2020-06-20,1699
2020-06-21,1882
2020-06-22,1798
2020-06-23,1598
2020-06-24,1741
2020-06-25,1681
2020-06-26,1583
2020-06-27,1627
2020-06-28,1657
2020-06-29,1686
2020-06-30,1605
2020-07-01,1704
2020-07-02,1678
2020-07-03,1736
2020-07-04,1938
2020-07-05,1918
2020-07-06,1793
2020-07-07,1867
2020-07-08,2005
2020-07-09,2115
2020-07-10,1883
2020-07-11,1784
2020-07-12,1873
2020-07-13,1834
2020-07-14,1813
2020-07-15,1711
2020-07-16,2262
2020-07-17,2022
2020-07-18,1768
2020-07-19,1932
2020-07-20,1863
2020-07-21,1850
2020-07-22,1938
2020-07-23,1960
2020-07-24,1977
2020-07-25,1832
2020-07-26,1824
2020-07-27,1906
2020-07-28,1813
2020-07-29,1836
2020-07-30,1871
2020-07-31,2013
2020-08-01,1938
2020-08-02,2081
2020-08-03,2016
2020-08-04,2031
2020-08-05,2070
2020-08-06,1909
2020-08-07,1971
2020-08-08,1875
2020-08-09,2118
2020-08-10,2091
2020-08-11,2113
2020-08-12,2235
2020-08-13,2247
2020-08-14,2163
2020-08-15,2106
2020-08-16,2186
2020-08-17,2291
2020-08-18,2286
2020-08-19,2358
2020-08-20,2235
2020-08-21,2168
2020-08-22,2152
2020-08-23,2512
2020-08-24,2876
2020-08-25,2967
2020-08-26,2706
2020-08-27,2786
2020-08-28,2763
2020-08-29,2709
2020-08-30,3059
2020-08-31,3263
2020-09-01,3702
2020-09-02,3641
2020-09-03,3550
2020-09-04,3471
2020-09-05,3493
2020-09-06,3850
2020-09-07,4542
2020-09-08,4464
2020-09-09,4270
2020-09-10,4789
2020-09-11,4291
2020-09-12,4295
2020-09-13,4722
2020-09-14,4854
2020-09-15,5029
2020-09-16,5158
2020-09-17,5577
2020-09-18,6837
2020-09-19,5157
2020-09-20,5932
2020-09-21,6500
2020-09-22,9749
2020-09-23,7691
2020-09-24,7256
2020-09-25,7378
2020-09-26,7552
2020-09-27,8402
2020-09-28,9410
2020-09-29,10035
2020-09-30,10293
2020-10-01,16224
2020-10-02,16124
2020-10-03,14291
2020-10-04,15132
2020-10-05,16182
2020-10-06,17011
2020-10-07,17422
2020-10-08,18992
2020-10-09,18486
2020-10-10,18883
2020-10-11,21007
2020-10-12,22178
2020-10-13,21554
2020-10-14,22179
2020-10-15,22766
2020-10-16,22176
2020-10-17,24442
2020-10-18,27236
2020-10-19,28044
2020-10-20,29271
2020-10-21,31621
2020-10-22,33008
2020-10-23,32857
2020-10-24,33896
2020-10-25,41825
2020-10-26,54615
2020-10-27,61249
2020-10-28,69880
2020-10-29,103163
2020-10-30,229665
2020-10-31,396266
2020-11-01,209931
2020-11-02,80185
2020-11-03,36490
2020-11-04,21865
2020-11-05,18428
2020-11-06,13249
2020-11-07,10588
2020-11-08,9188
2020-11-09,8632
2020-11-10,7665
2020-11-11,7211
2020-11-12,6500
2020-11-13,6594
2020-11-14,5246
2020-11-15,5168
2020-11-16,5149
2020-11-17,4664
2020-11-18,4547
2020-11-19,4578
2020-11-20,4099
2020-11-21,3567
2020-11-22,3717
2020-11-23,3883
2020-11-24,3926
2020-11-25,3724
2020-11-26,4839
2020-11-27,4494
2020-11-28,3295
2020-11-29,3254
2020-11-30,3772
2020-12-01,3892
2020-12-02,3274
2020-12-03,3212
2020-12-04,2672
2020-12-05,2479
2020-12-06,2726
2020-12-07,3029
