timestamp,views,es_halloween,semana_halloween,dias_para_halloween,views_lag7
2021-11-04,20920,0,0,0,87238.0
2021-11-05,16282,0,0,0,132913.0
2021-11-06,13366,0,0,0,207562.0
2021-11-07,11251,0,0,0,589953.0
2021-11-08,9712,0,0,0,211225.0
2021-11-09,8225,0,0,0,65036.0
2021-11-10,7407,0,0,0,32471.0
2021-11-11,6915,0,0,0,20920.0
2021-11-12,5928,0,0,0,16282.0
2021-11-13,5271,0,0,0,13366.0
2021-11-14,5187,0,0,0,11251.0
2021-11-15,4868,0,0,0,9712.0
2021-11-16,4516,0,0,0,8225.0
2021-11-17,4393,0,0,0,7407.0
2021-11-18,4090,0,0,0,6915.0
2021-11-19,3737,0,0,0,5928.0
2021-11-20,3380,0,0,0,5271.0
2021-11-21,3524,0,0,0,5187.0
2021-11-22,3606,0,0,0,4868.0
2021-11-23,3503,0,0,0,4516.0
2021-11-24,3694,0,0,0,4393.0
2021-11-25,4573,0,0,0,4090.0
2021-11-26,3813,0,0,0,3737.0
2021-11-27,3188,0,0,0,3380.0
2021-11-28,3308,0,0,0,3524.0
2021-11-29,3236,0,0,0,3606.0
2021-11-30,3854,0,0,0,3503.0
2021-12-01,2996,0,0,0,3694.0
2021-12-02,2947,0,0,0,4573.0
2021-12-03,2721,0,0,0,3813.0
2021-12-04,2554,0,0,0,3188.0
2021-12-05,2744,0,0,0,3308.0
2021-12-06,2867,0,0,0,3236.0
2021-12-07,2878,0,0,0,3854.0
2021-12-08,2897,0,0,0,2996.0
2021-12-09,2709,0,0,0,2947.0
2021-12-10,2394,0,0,0,2721.0
2021-12-11,2374,0,0,0,2554.0
2021-12-12,2500,0,0,0,2744.0
2021-12-13,2478,0,0,0,2867.0
2021-12-14,3016,0,0,0,2878.0
2021-12-15,2547,0,0,0,2897.0
2021-12-16,2419,0,0,0,2709.0
2021-12-17,2238,0,0,0,2394.0
2021-12-18,1949,0,0,0,2374.0
2021-12-19,2177,0,0,0,2500.0
2021-12-20,2443,0,0,0,2478.0
2021-12-21,2424,0,0,0,3016.0
2021-12-22,2260,0,0,0,2547.0
2021-12-23,2408,0,0,0,2419.0
2021-12-24,2624,0,0,0,2238.0
2021-12-25,2731,0,0,0,1949.0
2021-12-26,2547,0,0,0,2177.0
2021-12-27,2063,0,0,0,2443.0
2021-12-28,2084,0,0,0,2424.0
2021-12-29,1872,0,0,0,2260.0
2021-12-30,2024,0,0,0,2408.0
2021-12-31,4550,0,0,0,2624.0
2022-01-01,2413,0,0,303,2731.0
2022-01-02,1899,0,0,302,2547.0
2022-01-03,1925,0,0,301,2063.0
2022-01-04,2015,0,0,300,2084.0
2022-01-05,2093,0,0,299,1872.0
2022-01-06,2071,0,0,298,2024.0
2022-01-07,1928,0,0,297,4550.0
2022-01-08,1954,0,0,296,2413.0
2022-01-09,2118,0,0,295,1899.0
2022-01-10,1957,0,0,294,1925.0
2022-01-11,2047,0,0,293,2015.0
2022-01-12,1941,0,0,292,2093.0
2022-01-13,1935,0,0,291,2071.0
2022-01-14,1945,0,0,290,1928.0
2022-01-15,1896,0,0,289,1954.0
2022-01-16,1986,0,0,288,2118.0
2022-01-17,2020,0,0,287,1957.0
2022-01-18,1948,0,0,286,2047.0
2022-01-19,1917,0,0,285,1941.0
2022-01-20,1767,0,0,284,1935.0
2022-01-21,1622,0,0,283,1945.0
2022-01-22,1666,0,0,282,1896.0
2022-01-23,1727,0,0,281,1986.0
2022-01-24,1767,0,0,280,2020.0
2022-01-25,1877,0,0,279,1948.0
2022-01-26,1963,0,0,278,1917.0
2022-01-27,2042,0,0,277,1767.0
2022-01-28,1846,0,0,276,1622.0
2022-01-29,1780,0,0,275,1666.0
2022-01-30,1782,0,0,274,1727.0
2022-01-31,2080,0,0,273,1767.0
2022-02-01,2144,0,0,272,1877.0
2022-02-02,1964,0,0,271,1963.0
2022-02-03,1860,0,0,270,2042.0
2022-02-04,1921,0,0,269,1846.0
2022-02-05,1715,0,0,268,1780.0
2022-02-06,1769,0,0,267,1782.0
2022-02-07,1819,0,0,266,2080.0
2022-02-08,1907,0,0,265,2144.0
2022-02-09,1891,0,0,264,1964.0
2022-02-10,2014,0,0,263,1860.0
2022-02-11,1947,0,0,262,1921.0
2022-02-12,1769,0,0,261,1715.0
2022-02-13,2080,0,0,260,1769.0
2022-02-14,2839,0,0,259,1819.0
2022-02-15,2223,0,0,258,1907.0
2022-02-16,2066,0,0,257,1891.0
2022-02-17,1906,0,0,256,2014.0
2022-02-18,1970,0,0,255,1947.0
2022-02-19,1911,0,0,254,1769.0
2022-02-20,1856,0,0,253,2080.0
2022-02-21,2294,0,0,252,2839.0
2022-02-22,2225,0,0,251,2223.0
2022-02-23,2506,0,0,250,2066.0
2022-02-24,2181,0,0,249,1906.0
2022-02-25,2022,0,0,248,1970.0
2022-02-26,1937,0,0,247,1911.0
2022-02-27,1942,0,0,246,1856.0
2022-02-28,2129,0,0,245,2294.0
2022-03-01,2217,0,0,244,2225.0
2022-03-02,2333,0,0,243,2506.0
2022-03-03,2040,0,0,242,2181.0
2022-03-04,2134,0,0,241,2022.0
2022-03-05,2114,0,0,240,1937.0
2022-03-06,2230,0,0,239,1942.0
2022-03-07,2088,0,0,238,2129.0
2022-03-08,2202,0,0,237,2217.0
2022-03-09,2091,0,0,236,2333.0
2022-03-10,2109,0,0,235,2040.0
2022-03-11,1956,0,0,234,2134.0
2022-03-12,1861,0,0,233,2114.0
2022-03-13,1964,0,0,232,2230.0
2022-03-14,2273,0,0,231,2088.0
2022-03-15,2164,0,0,230,2202.0
2022-03-16,2147,0,0,229,2091.0
2022-03-17,2564,0,0,228,2109.0
2022-03-18,2344,0,0,227,1956.0
2022-03-19,1882,0,0,226,1861.0
2022-03-20,2134,0,0,225,1964.0
2022-03-21,2136,0,0,224,2273.0
2022-03-22,1943,0,0,223,2164.0
2022-03-23,1927,0,0,222,2147.0
2022-03-24,2149,0,0,221,2564.0
2022-03-25,1917,0,0,220,2344.0
2022-03-26,1803,0,0,219,1882.0
2022-03-27,1894,0,0,218,2134.0
2022-03-28,1940,0,0,217,2136.0
2022-03-29,2086,0,0,216,1943.0
2022-03-30,2030,0,0,215,1927.0
2022-03-31,2007,0,0,214,2149.0
2022-04-01,2084,0,0,213,1917.0
2022-04-02,1924,0,0,212,1803.0
2022-04-03,1910,0,0,211,1894.0
2022-04-04,2057,0,0,210,1940.0
2022-04-05,2036,0,0,209,2086.0
2022-04-06,1968,0,0,208,2030.0
2022-04-07,1965,0,0,207,2007.0
2022-04-08,1896,0,0,206,2084.0
2022-04-09,1769,0,0,205,1924.0
2022-04-10,1783,0,0,204,1910.0
2022-04-11,2056,0,0,203,2057.0
2022-04-12,2074,0,0,202,2036.0
2022-04-13,1876,0,0,201,1968.0
2022-04-14,1888,0,0,200,1965.0
2022-04-15,1963,0,0,199,1896.0
2022-04-16,1926,0,0,198,1769.0
2022-04-17,2721,0,0,197,1783.0
2022-04-18,2339,0,0,196,2056.0
2022-04-19,2075,0,0,195,2074.0
2022-04-20,1997,0,0,194,1876.0
2022-04-21,1868,0,0,193,1888.0
2022-04-22,1663,0,0,192,1963.0
2022-04-23,1725,0,0,191,1926.0
2022-04-24,1739,0,0,190,2721.0
2022-04-25,1956,0,0,189,2339.0
2022-04-26,2126,0,0,188,2075.0
2022-04-27,1872,0,0,187,1997.0
2022-04-28,1814,0,0,186,1868.0
2022-04-29,1719,0,0,185,1663.0
2022-04-30,1653,0,0,184,1725.0
2022-05-01,1834,0,0,183,1739.0
2022-05-02,1924,0,0,182,1956.0
2022-05-03,2076,0,0,181,2126.0
2022-05-04,1834,0,0,180,1872.0
2022-05-05,2096,0,0,179,1814.0
2022-05-06,1976,0,0,178,1719.0
2022-05-07,1803,0,0,177,1653.0
2022-05-08,1877,0,0,176,1834.0
2022-05-09,2080,0,0,175,1924.0
2022-05-10,2015,0,0,174,2076.0
2022-05-11,1997,0,0,173,1834.0
2022-05-12,1888,0,0,172,2096.0
2022-05-13,2058,0,0,171,1976.0
2022-05-14,1704,0,0,170,1803.0
2022-05-15,1796,0,0,169,1877.0
2022-05-16,1885,0,0,168,2080.0
2022-05-17,2137,0,0,167,2015.0
2022-05-18,2050,0,0,166,1997.0
2022-05-19,2041,0,0,165,1888.0
2022-05-20,1975,0,0,164,2058.0
2022-05-21,1806,0,0,163,1704.0
2022-05-22,1939,0,0,162,1796.0
2022-05-23,2061,0,0,161,1885.0
2022-05-24,1963,0,0,160,2137.0
2022-05-25,1997,0,0,159,2050.0
2022-05-26,1918,0,0,158,2041.0
2022-05-27,1968,0,0,157,1975.0
2022-05-28,1727,0,0,156,1806.0
2022-05-29,1991,0,0,155,1939.0
2022-05-30,2100,0,0,154,2061.0
2022-05-31,1872,0,0,153,1963.0
2022-06-01,1920,0,0,152,1997.0
2022-06-02,2031,0,0,151,1918.0
2022-06-03,1807,0,0,150,1968.0
2022-06-04,1762,0,0,149,1727.0
2022-06-05,1831,0,0,148,1991.0
2022-06-06,2047,0,0,147,2100.0
2022-06-07,2048,0,0,146,1872.0
2022-06-08,1845,0,0,145,1920.0
2022-06-09,1933,0,0,144,2031.0
2022-06-10,1799,0,0,143,1807.0
2022-06-11,1731,0,0,142,1762.0
2022-06-12,1890,0,0,141,1831.0
2022-06-13,2001,0,0,140,2047.0
2022-06-14,1897,0,0,139,2048.0
2022-06-15,1811,0,0,138,1845.0
2022-06-16,1934,0,0,137,1933.0
2022-06-17,1873,0,0,136,1799.0
2022-06-18,1934,0,0,135,1731.0
2022-06-19,2080,0,0,134,1890.0
2022-06-20,2084,0,0,133,2001.0
2022-06-21,1986,0,0,132,1897.0
2022-06-22,2011,0,0,131,1811.0
2022-06-23,1826,0,0,130,1934.0
2022-06-24,1890,0,0,129,1873.0
2022-06-25,1855,0,0,128,1934.0
2022-06-26,1946,0,0,127,2080.0
2022-06-27,2039,0,0,126,2084.0
2022-06-28,2063,0,0,125,1986.0
2022-06-29,2037,0,0,124,2011.0
2022-06-30,1891,0,0,123,1826.0
2022-07-01,1953,0,0,122,1890.0
2022-07-02,1869,0,0,121,1855.0
2022-07-03,1965,0,0,120,1946.0
2022-07-04,2096,0,0,119,2039.0
2022-07-05,2102,0,0,118,2063.0
2022-07-06,2085,0,0,117,2037.0
2022-07-07,1992,0,0,116,1891.0
2022-07-08,1735,0,0,115,1953.0
2022-07-09,1936,0,0,114,1869.0
2022-07-10,2008,0,0,113,1965.0
2022-07-11,2220,0,0,112,2096.0
2022-07-12,2053,0,0,111,2102.0
2022-07-13,2084,0,0,110,2085.0
2022-07-14,2094,0,0,109,1992.0
2022-07-15,2106,0,0,108,1735.0
2022-07-16,2079,0,0,107,1936.0
2022-07-17,2195,0,0,106,2008.0
2022-07-18,2248,0,0,105,2220.0
2022-07-19,2215,0,0,104,2053.0
2022-07-20,3224,0,0,103,2084.0
2022-07-21,2871,0,0,102,2094.0
2022-07-22,2687,0,0,101,2106.0
2022-07-23,2526,0,0,100,2079.0
2022-07-24,2526,0,0,99,2195.0
2022-07-25,2684,0,0,98,2248.0
2022-07-26,2574,0,0,97,2215.0
2022-07-27,2717,0,0,96,3224.0
2022-07-28,2769,0,0,95,2871.0
2022-07-29,2536,0,0,94,2687.0
2022-07-30,2894,0,0,93,2526.0
2022-07-31,3155,0,0,92,2526.0
2022-08-01,3133,0,0,91,2684.0
2022-08-02,3447,0,0,90,2574.0
2022-08-03,2968,0,0,89,2717.0
2022-08-04,2869,0,0,88,2769.0
2022-08-05,2912,0,0,87,2536.0
2022-08-06,2861,0,0,86,2894.0
2022-08-07,3027,0,0,85,3155.0
2022-08-08,3211,0,0,84,3133.0
2022-08-09,3217,0,0,83,3447.0
2022-08-10,3199,0,0,82,2968.0
2022-08-11,3193,0,0,81,2869.0
2022-08-12,3248,0,0,80,2912.0
2022-08-13,3214,0,0,79,2861.0
2022-08-14,3533,0,0,78,3027.0
2022-08-15,3673,0,0,77,3211.0
2022-08-16,3710,0,0,76,3217.0
2022-08-17,4052,0,0,75,3199.0
2022-08-18,3781,0,0,74,3193.0
2022-08-19,3757,0,0,73,3248.0
2022-08-20,3780,0,0,72,3214.0
2022-08-21,4099,0,0,71,3533.0
2022-08-22,4317,0,0,70,3673.0
2022-08-23,4487,0,0,69,3710.0
2022-08-24,4737,0,0,68,4052.0
2022-08-25,4448,0,0,67,3781.0
2022-08-26,4428,0,0,66,3757.0
2022-08-27,4409,0,0,65,3780.0
2022-08-28,4961,0,0,64,4099.0
2022-08-29,4899,0,0,63,4317.0
2022-08-30,4979,0,0,62,4487.0
2022-08-31,4968,0,0,61,4737.0
2022-09-01,5508,0,0,60,4448.0
2022-09-02,5527,0,0,59,4428.0
2022-09-03,5523,0,0,58,4409.0
2022-09-04,6317,0,0,57,4961.0
2022-09-05,7386,0,0,56,4899.0
2022-09-06,6827,0,0,55,4979.0
2022-09-07,6778,0,0,54,4968.0
2022-09-08,7263,0,0,53,5508.0
2022-09-09,7164,0,0,52,5527.0
2022-09-10,7655,0,0,51,5523.0
2022-09-11,8560,0,0,50,6317.0
2022-09-12,8378,0,0,49,7386.0
2022-09-13,8597,0,0,48,6827.0
2022-09-14,8315,0,0,47,6778.0
2022-09-15,8722,0,0,46,7263.0
2022-09-16,8932,0,0,45,7164.0
2022-09-17,9373,0,0,44,7655.0
2022-09-18,10963,0,0,43,8560.0
2022-09-19,11325,0,0,42,8378.0
2022-09-20,11798,0,0,41,8597.0
2022-09-21,12883,0,0,40,8315.0
2022-09-22,12784,0,0,39,8722.0
2022-09-23,12359,0,0,38,8932.0
2022-09-24,12943,0,0,37,9373.0
2022-09-25,15807,0,0,36,10963.0
2022-09-26,15712,0,0,35,11325.0
2022-09-27,16153,0,0,34,11798.0
2022-09-28,16006,0,0,33,12883.0
2022-09-29,16956,0,0,32,12784.0
2022-09-30,20755,0,0,31,12359.0
2022-10-01,28391,0,0,30,12943.0
2022-10-02,29979,0,0,29,15807.0
2022-10-03,28091,0,0,28,15712.0
2022-10-04,27229,0,0,27,16153.0
2022-10-05,28551,0,0,26,16006.0
2022-10-06,28873,0,0,25,16956.0
2022-10-07,28923,0,0,24,20755.0
2022-10-08,29885,0,0,23,28391.0
2022-10-09,32104,0,0,22,29979.0
2022-10-10,35082,0,0,21,28091.0
2022-10-11,34355,0,0,20,27229.0
2022-10-12,36217,0,0,19,28551.0
2022-10-13,41826,0,0,18,28873.0
2022-10-14,49623,0,0,17,28923.0
2022-10-15,46843,0,0,16,29885.0
2022-10-16,48416,0,0,15,32104.0
2022-10-17,51860,0,0,14,35082.0
2022-10-18,48007,0,0,13,34355.0
2022-10-19,47973,0,0,12,36217.0
2022-10-20,51922,0,0,11,41826.0
2022-10-21,56298,0,0,10,49623.0
2022-10-22,57172,0,0,9,46843.0
2022-10-23,62536,0,0,8,48416.0
2022-10-24,69310,0,1,7,51860.0
2022-10-25,74592,0,1,6,48007.0
2022-10-26,82527,0,1,5,47973.0
2022-10-27,98272,0,1,4,51922.0
2022-10-28,137412,0,1,3,56298.0
2022-10-29,203710,0,1,2,57172.0
2022-10-30,373368,0,1,1,62536.0
2022-10-31,558327,1,1,0,69310.0
2022-11-01,265501,0,0,0,74592.0
2022-11-02,104978,0,0,0,82527.0
2022-11-03,53958,0,0,0,98272.0
2022-11-04,35539,0,0,0,137412.0
2022-11-05,27648,0,0,0,203710.0
2022-11-06,22483,0,0,0,373368.0
2022-11-07,18204,0,0,0,558327.0
2022-11-08,14835,0,0,0,265501.0
2022-11-09,12138,0,0,0,104978.0
2022-11-10,10456,0,0,0,53958.0
2022-11-11,9998,0,0,0,35539.0
2022-11-12,9035,0,0,0,27648.0
2022-11-13,8637,0,0,0,22483.0
2022-11-14,7777,0,0,0,18204.0
2022-11-15,6753,0,0,0,14835.0
2022-11-16,6569,0,0,0,12138.0
2022-11-17,6130,0,0,0,10456.0
2022-11-18,5721,0,0,0,9998.0
2022-11-19,5446,0,0,0,9035.0
2022-11-20,5473,0,0,0,8637.0
2022-11-21,5210,0,0,0,7777.0
2022-11-22,5168,0,0,0,6753.0
2022-11-23,5172,0,0,0,6569.0
2022-11-24,5709,0,0,0,6130.0
2022-11-25,5201,0,0,0,5721.0
2022-11-26,4550,0,0,0,5446.0
2022-11-27,4772,0,0,0,5473.0
2022-11-28,4619,0,0,0,5210.0
2022-11-29,4222,0,0,0,5168.0
2022-11-30,4213,0,0,0,5172.0
2022-12-01,3836,0,0,0,5709.0
2022-12-02,2953,0,0,0,5201.0
2022-12-03,2641,0,0,0,4550.0
2022-12-04,3066,0,0,0,4772.0
2022-12-05,3195,0,0,0,4619.0
2022-12-06,3068,0,0,0,4222.0
2022-12-07,2987,0,0,0,4213.0
2022-12-08,2737,0,0,0,3836.0
2022-12-09,2578,0,0,0,2953.0
2022-12-10,2684,0,0,0,2641.0
2022-12-11,2860,0,0,0,3066.0
2022-12-12,3197,0,0,0,3195.0
2022-12-13,2997,0,0,0,3068.0
2022-12-14,2977,0,0,0,2987.0
2022-12-15,2779,0,0,0,2737.0
2022-12-16,2619,0,0,0,2578.0
2022-12-17,2564,0,0,0,2684.0
2022-12-18,2532,0,0,0,2860.0
2022-12-19,2565,0,0,0,3197.0
2022-12-20,2597,0,0,0,2997.0
2022-12-21,2682,0,0,0,2977.0
2022-12-22,2611,0,0,0,2779.0
2022-12-23,2342,0,0,0,2619.0
2022-12-24,2786,0,0,0,2564.0
2022-12-25,3048,0,0,0,2532.0
2022-12-26,2624,0,0,0,2565.0
2022-12-27,2353,0,0,0,2597.0
2022-12-28,2242,0,0,0,2682.0
2022-12-29,2247,0,0,0,2611.0
2022-12-30,2257,0,0,0,2342.0
2022-12-31,2379,0,0,0,2786.0
2023-01-01,2850,0,0,303,3048.0
2023-01-02,2191,0,0,302,2624.0
2023-01-03,2319,0,0,301,2353.0
2023-01-04,2374,0,0,300,2242.0
2023-01-05,2311,0,0,299,2247.0
2023-01-06,2179,0,0,298,2257.0
2023-01-07,2034,0,0,297,2379.0
2023-01-08,2171,0,0,296,2850.0
2023-01-09,2283,0,0,295,2191.0
2023-01-10,2351,0,0,294,2319.0
2023-01-11,2166,0,0,293,2374.0
2023-01-12,2268,0,0,292,2311.0
2023-01-13,2422,0,0,291,2179.0
2023-01-14,2275,0,0,290,2034.0
2023-01-15,2192,0,0,289,2171.0
2023-01-16,2120,0,0,288,2283.0
2023-01-17,2280,0,0,287,2351.0
2023-01-18,2172,0,0,286,2166.0
2023-01-19,2146,0,0,285,2268.0
2023-01-20,2116,0,0,284,2422.0
2023-01-21,2104,0,0,283,2275.0
2023-01-22,2198,0,0,282,2192.0
2023-01-23,2138,0,0,281,2120.0
2023-01-24,2376,0,0,280,2280.0
2023-01-25,2423,0,0,279,2172.0
2023-01-26,2404,0,0,278,2146.0
2023-01-27,2287,0,0,277,2116.0
2023-01-28,2296,0,0,276,2104.0
2023-01-29,2321,0,0,275,2198.0
2023-01-30,2295,0,0,274,2138.0
2023-01-31,2183,0,0,273,2376.0
2023-02-01,2041,0,0,272,2423.0
2023-02-02,2076,0,0,271,2404.0
2023-02-03,2107,0,0,270,2287.0
2023-02-04,2025,0,0,269,2296.0
2023-02-05,2314,0,0,268,2321.0
2023-02-06,2167,0,0,267,2295.0
2023-02-07,2282,0,0,266,2183.0
2023-02-08,2110,0,0,265,2041.0
2023-02-09,2517,0,0,264,2076.0
2023-02-10,2303,0,0,263,2107.0
2023-02-11,2349,0,0,262,2025.0
2023-02-12,2598,0,0,261,2314.0
2023-02-13,3918,0,0,260,2167.0
2023-02-14,11073,0,0,259,2282.0
2023-02-15,3408,0,0,258,2110.0
2023-02-16,2699,0,0,257,2517.0
2023-02-17,2516,0,0,256,2303.0
2023-02-18,2474,0,0,255,2349.0
2023-02-19,2457,0,0,254,2598.0
2023-02-20,2595,0,0,253,3918.0
2023-02-21,2401,0,0,252,11073.0
2023-02-22,2386,0,0,251,3408.0
2023-02-23,2417,0,0,250,2699.0
2023-02-24,2042,0,0,249,2516.0
2023-02-25,2178,0,0,248,2474.0
2023-02-26,2176,0,0,247,2457.0
2023-02-27,2180,0,0,246,2595.0
2023-02-28,2328,0,0,245,2401.0
2023-03-01,2341,0,0,244,2386.0
2023-03-02,2268,0,0,243,2417.0
2023-03-03,2092,0,0,242,2042.0
2023-03-04,2192,0,0,241,2178.0
2023-03-05,2484,0,0,240,2176.0
2023-03-06,2695,0,0,239,2180.0
2023-03-07,2737,0,0,238,2328.0
2023-03-08,3368,0,0,237,2341.0
2023-03-09,2541,0,0,236,2268.0
2023-03-10,2461,0,0,235,2092.0
2023-03-11,2240,0,0,234,2192.0
2023-03-12,2377,0,0,233,2484.0
2023-03-13,2700,0,0,232,2695.0
2023-03-14,2447,0,0,231,2737.0
2023-03-15,2490,0,0,230,3368.0
2023-03-16,2470,0,0,229,2541.0
2023-03-17,4126,0,0,228,2461.0
2023-03-18,2706,0,0,227,2240.0
2023-03-19,2749,0,0,226,2377.0
2023-03-20,2516,0,0,225,2700.0
2023-03-21,2315,0,0,224,2447.0
2023-03-22,2197,0,0,223,2490.0
2023-03-23,2241,0,0,222,2470.0
2023-03-24,2091,0,0,221,4126.0
2023-03-25,2028,0,0,220,2706.0
2023-03-26,2135,0,0,219,2749.0
2023-03-27,2141,0,0,218,2516.0
2023-03-28,2150,0,0,217,2315.0
2023-03-29,2215,0,0,216,2197.0
2023-03-30,2216,0,0,215,2241.0
2023-03-31,2299,0,0,214,2091.0
2023-04-01,2262,0,0,213,2028.0
2023-04-02,2381,0,0,212,2135.0
2023-04-03,2159,0,0,211,2141.0
2023-04-04,2084,0,0,210,2150.0
2023-04-05,1746,0,0,209,2215.0
2023-04-06,1861,0,0,208,2216.0
2023-04-07,1941,0,0,207,2299.0
2023-04-08,1940,0,0,206,2262.0
2023-04-09,2453,0,0,205,2381.0
2023-04-10,2105,0,0,204,2159.0
2023-04-11,1731,0,0,203,2084.0
2023-04-12,1674,0,0,202,1746.0
2023-04-13,1743,0,0,201,1861.0
2023-04-14,1588,0,0,200,1941.0
2023-04-15,1564,0,0,199,1940.0
2023-04-16,1638,0,0,198,2453.0
2023-04-17,1689,0,0,197,2105.0
2023-04-18,1611,0,0,196,1731.0
2023-04-19,1771,0,0,195,1674.0
2023-04-20,1995,0,0,194,1743.0
2023-04-21,1980,0,0,193,1588.0
2023-04-22,1948,0,0,192,1564.0
2023-04-23,1976,0,0,191,1638.0
2023-04-24,1983,0,0,190,1689.0
2023-04-25,1980,0,0,189,1611.0
2023-04-26,2046,0,0,188,1771.0
2023-04-27,2054,0,0,187,1995.0
2023-04-28,1881,0,0,186,1980.0
2023-04-29,1890,0,0,185,1948.0
2023-04-30,2052,0,0,184,1976.0
2023-05-01,2518,0,0,183,1983.0
2023-05-02,2074,0,0,182,1980.0
2023-05-03,2102,0,0,181,2046.0
2023-05-04,2145,0,0,180,2054.0
2023-05-05,2069,0,0,179,1881.0
2023-05-06,1949,0,0,178,1890.0
2023-05-07,1928,0,0,177,2052.0
2023-05-08,2011,0,0,176,2518.0
2023-05-09,2042,0,0,175,2074.0
2023-05-10,1971,0,0,174,2102.0
2023-05-11,2021,0,0,173,2145.0
2023-05-12,1820,0,0,172,2069.0
2023-05-13,2006,0,0,171,1949.0
2023-05-14,2164,0,0,170,1928.0
2023-05-15,2023,0,0,169,2011.0
2023-05-16,2075,0,0,168,2042.0
2023-05-17,2198,0,0,167,1971.0
2023-05-18,2081,0,0,166,2021.0
2023-05-19,2063,0,0,165,1820.0
2023-05-20,2068,0,0,164,2006.0
2023-05-21,1985,0,0,163,2164.0
2023-05-22,1967,0,0,162,2023.0
2023-05-23,1923,0,0,161,2075.0
2023-05-24,2102,0,0,160,2198.0
2023-05-25,1962,0,0,159,2081.0
2023-05-26,1935,0,0,158,2063.0
2023-05-27,1784,0,0,157,2068.0
2023-05-28,1979,0,0,156,1985.0
2023-05-29,2048,0,0,155,1967.0
2023-05-30,2004,0,0,154,1923.0
2023-05-31,1939,0,0,153,2102.0
2023-06-01,1964,0,0,152,1962.0
2023-06-02,1770,0,0,151,1935.0
2023-06-03,1978,0,0,150,1784.0
2023-06-04,2059,0,0,149,1979.0
2023-06-05,2004,0,0,148,2048.0
2023-06-06,2027,0,0,147,2004.0
2023-06-07,1970,0,0,146,1939.0
2023-06-08,1855,0,0,145,1964.0
2023-06-09,1876,0,0,144,1770.0
2023-06-10,1895,0,0,143,1978.0
2023-06-11,1937,0,0,142,2059.0
2023-06-12,2037,0,0,141,2004.0
2023-06-13,1925,0,0,140,2027.0
2023-06-14,1987,0,0,139,1970.0
2023-06-15,1785,0,0,138,1855.0
2023-06-16,1874,0,0,137,1876.0
2023-06-17,1862,0,0,136,1895.0
2023-06-18,2046,0,0,135,1937.0
2023-06-19,1937,0,0,134,2037.0
2023-06-20,1836,0,0,133,1925.0
2023-06-21,1941,0,0,132,1987.0
2023-06-22,1794,0,0,131,1785.0
2023-06-23,1987,0,0,130,1874.0
2023-06-24,1709,0,0,129,1862.0
2023-06-25,1966,0,0,128,2046.0
2023-06-26,1894,0,0,127,1937.0
2023-06-27,2053,0,0,126,1836.0
2023-06-28,2158,0,0,125,1941.0
2023-06-29,2157,0,0,124,1794.0
2023-06-30,1966,0,0,123,1987.0
2023-07-01,1988,0,0,122,1709.0
2023-07-02,2410,0,0,121,1966.0
2023-07-03,2249,0,0,120,1894.0
2023-07-04,2344,0,0,119,2053.0
2023-07-05,2222,0,0,118,2158.0
2023-07-06,2130,0,0,117,2157.0
2023-07-07,2146,0,0,116,1966.0
2023-07-08,2117,0,0,115,1988.0
2023-07-09,2270,0,0,114,2410.0
2023-07-10,2325,0,0,113,2249.0
2023-07-11,2100,0,0,112,2344.0
2023-07-12,2522,0,0,111,2222.0
2023-07-13,2377,0,0,110,2130.0
2023-07-14,2169,0,0,109,2146.0
2023-07-15,2035,0,0,108,2117.0
2023-07-16,2277,0,0,107,2270.0
2023-07-17,2278,0,0,106,2325.0
2023-07-18,2231,0,0,105,2100.0
2023-07-19,2234,0,0,104,2522.0
2023-07-20,2211,0,0,103,2377.0
2023-07-21,2123,0,0,102,2169.0
2023-07-22,2241,0,0,101,2035.0
2023-07-23,2447,0,0,100,2277.0
2023-07-24,2617,0,0,99,2278.0
2023-07-25,2522,0,0,98,2231.0
2023-07-26,2542,0,0,97,2234.0
2023-07-27,2357,0,0,96,2211.0
2023-07-28,2457,0,0,95,2123.0
2023-07-29,2241,0,0,94,2241.0
2023-07-30,2428,0,0,93,2447.0
2023-07-31,2437,0,0,92,2617.0
2023-08-01,2545,0,0,91,2522.0
2023-08-02,2516,0,0,90,2542.0
2023-08-03,2657,0,0,89,2357.0
2023-08-04,2530,0,0,88,2457.0
2023-08-05,2545,0,0,87,2241.0
2023-08-06,2700,0,0,86,2428.0
2023-08-07,2719,0,0,85,2437.0
2023-08-08,2611,0,0,84,2545.0
2023-08-09,2662,0,0,83,2516.0
2023-08-10,2681,0,0,82,2657.0
2023-08-11,2626,0,0,81,2530.0
2023-08-12,2719,0,0,80,2545.0
2023-08-13,2815,0,0,79,2700.0
2023-08-14,2964,0,0,78,2719.0
2023-08-15,3067,0,0,77,2611.0
2023-08-16,3032,0,0,76,2662.0
2023-08-17,3177,0,0,75,2681.0
2023-08-18,3057,0,0,74,2626.0
2023-08-19,3139,0,0,73,2719.0
2023-08-20,3266,0,0,72,2815.0
2023-08-21,3464,0,0,71,2964.0
2023-08-22,3479,0,0,70,3067.0
2023-08-23,3544,0,0,69,3032.0
2023-08-24,3794,0,0,68,3177.0
2023-08-25,3813,0,0,67,3057.0
2023-08-26,3602,0,0,66,3139.0
2023-08-27,3973,0,0,65,3266.0
2023-08-28,4122,0,0,64,3464.0
2023-08-29,4356,0,0,63,3479.0
2023-08-30,4410,0,0,62,3544.0
